X (cm),Y (cm)
-3.5517707,-4.9495816
-3.5210543,-4.948227
-3.4903374,-4.946872
-3.4605076,-4.914252
-3.429793,-4.912897
-3.399078,-4.9115424
-3.3692594,-4.8789277
-3.3078332,-4.8762183
-3.2771192,-4.874863
-3.2473152,-4.8422546
-3.2166033,-4.8408995
-3.1858912,-4.839545
-3.1560984,-4.8069425
-3.1253886,-4.805587
-3.0639672,-4.8028765
-3.0332558,-4.801521
-3.00348,-4.7689247
-2.9727707,-4.767569
-2.942061,-4.7662134
-2.9122968,-4.733623
-2.8508813,-4.7309117
-2.8201728,-4.729556
-2.7904227,-4.696972
-2.7597165,-4.695616
-2.7290096,-4.69426
-2.6675947,-4.691548
-2.6378615,-4.65897
-2.607156,-4.6576138
-2.57645,-4.6562576
-2.5467284,-4.623685
-2.4853203,-4.6209726
-2.4546156,-4.619616
-2.424908,-4.58705
-2.3942053,-4.5856934
-2.3635023,-4.5843368
-2.3338063,-4.5517764
-2.2724042,-4.549063
-2.2417023,-4.5477066
-2.2120204,-4.5151525
-2.1813207,-4.5137954
-2.1506207,-4.5124383
-2.12095,-4.4798903
-2.0902524,-4.4785333
-2.0605903,-4.4459915
-2.0298948,-4.4446344
-2.0002413,-4.412099
-1.9695481,-4.4107413
-1.9399034,-4.378212
-1.9092124,-4.3768544
-1.8795761,-4.3443317
-1.8488874,-4.3429737
-1.8192598,-4.310457
-1.789638,-4.277947
-1.7589544,-4.276589
-1.7293413,-4.244085
-1.7304121,-4.2129455
-1.6997339,-4.2115874
-1.6701324,-4.1790957
-1.6405368,-4.146611
-1.6416167,-4.1154914
-1.6120299,-4.0830193
-1.582449,-4.050554
-1.582449,-4.050554
-1.5528738,-4.0180945
-1.5539627,-3.9870012
-1.5243964,-3.9545548
-1.5254881,-3.9234746
-1.4959308,-3.891041
-1.4970254,-3.859974
-1.4674767,-3.8275535
-1.468574,-3.7964993
-1.4390343,-3.7640917
-1.4401345,-3.7330508
-1.4117066,-3.6696281
-1.4128094,-3.6386068
-1.4139118,-3.607592
-1.3843958,-3.5752232
-1.3855011,-3.5442216
-1.3866062,-3.5132267
-1.3571022,-3.4808772
-1.35821,-3.4498954
-1.360425,-3.3879514
-1.3309357,-3.3556278
-1.3320459,-3.324672
-1.3331559,-3.293723
-1.3036785,-3.2614186
-1.3047912,-3.2304826
-1.3059038,-3.1995533
-1.2775536,-3.1363518
-1.2786685,-3.105442
-1.2797834,-3.074539
-1.280898,-3.0436423
-1.2514503,-3.0113893
-1.2536848,-2.9496286
-1.2548016,-2.9187582
-1.2559184,-2.8878944
-1.2264885,-2.8556736
-1.227608,-2.8248227
-1.2287271,-2.7939782
-1.2309648,-2.7323093
-1.2320833,-2.7014847
-1.2026743,-2.6693022
-1.2037956,-2.6384907
-1.2049166,-2.6076856
-1.207158,-2.546095
-1.2082782,-2.5153093
-1.2093983,-2.4845302
-1.1800132,-2.4523928
-1.181136,-2.4216268
-1.183381,-2.3601143
-1.1845031,-2.3293679
-1.185625,-2.2986279
-1.1867466,-2.2678945
-1.187868,-2.2371676
-1.1889892,-2.2064471
-1.1912309,-2.145026
-1.1923513,-2.114325
-1.1934716,-2.0836308
-1.1945915,-2.052943
-1.1957113,-2.0222616
-1.19795,-1.9609185
-1.1990691,-1.9302567
-1.2001879,-1.8996013
-1.2317499,-1.8703197
-1.232865,-1.8396775
-1.2339798,-1.8090417
-1.2362089,-1.7477897
-1.237323,-1.7171735
-1.2688605,-1.6879314
-1.2699709,-1.6573282
-1.2710812,-1.6267315
-1.2721912,-1.5961412
-1.303711,-1.5669256
-1.3059233,-1.5057776
-1.3070291,-1.4752134
-1.3385315,-1.4460242
-1.3396336,-1.415473
-1.3407356,-1.3849281
-1.3722237,-1.3557588
-1.3733219,-1.325227
-1.4047996,-1.2960708
-1.405894,-1.265552
-1.437361,-1.2364091
-1.4384519,-1.2059033
-1.4699082,-1.1767735
-1.4709953,-1.1462808
-1.502441,-1.1171641
-1.5035245,-1.0866843
-1.5349597,-1.057581
-1.5360396,-1.0271142
-1.5674641,-0.9980239
-1.5988815,-0.96894026
-1.5999541,-0.938493
-1.6313609,-0.9094225
-1.6627606,-0.88035864
-1.6638262,-0.8499308
-1.6952152,-0.8208801
-1.7255384,-0.8222507
-1.7569166,-0.7932067
-1.757972,-0.7627985
-1.7893397,-0.73376757
-1.8207002,-0.7047432
-1.8510084,-0.7061142
-1.8823582,-0.67709655
-1.8833997,-0.6467144
-1.9137007,-0.64808553
-1.945036,-0.6190811
-1.9763644,-0.59008324
-2.0066574,-0.5914545
-2.0379748,-0.56246334
-2.0682638,-0.5638346
-2.0995703,-0.5348501
-2.1308699,-0.5058722
-2.161151,-0.5072437
-2.161151,-0.5072437
-2.1924396,-0.47827244
-2.2227163,-0.47964394
-2.2539942,-0.45067936
-2.3145387,-0.4534225
-2.3448102,-0.45479402
-2.37607,-0.42583627
-2.4063375,-0.42720786
-2.4366043,-0.42857942
-2.4678495,-0.3996284
-2.4981122,-0.40100005
-2.5283742,-0.40237164
-2.558636,-0.4037432
-2.589863,-0.37479904
-2.6201205,-0.3761707
-2.6806338,-0.37891388
-2.7108898,-0.38028547
-2.7411454,-0.381657
-2.7714002,-0.38302854
-2.8016548,-0.38440004
-2.863099,-0.3568346
-2.893349,-0.35820612
-2.9235983,-0.35957763
-2.953847,-0.36094913
-2.9840953,-0.3623206
-3.0445902,-0.3650635
-3.0748372,-0.3664349
-3.1050835,-0.3678063
-3.1353292,-0.36917764
-3.1958191,-0.3719203
-3.2260635,-0.37329158
-3.2563074,-0.37466285
-3.2865505,-0.3760341
-3.3470356,-0.37877652
-3.3772776,-0.3801477
-3.4075189,-0.38151887
-3.4377596,-0.38289
-3.4982398,-0.3856322
-3.528479,-0.38700327
-3.5587177,-0.3883743
-3.6183367,-0.4214221
-3.6485772,-0.42279297
-3.6788173,-0.42416382
-3.7392957,-0.42690545
-3.7695343,-0.4282762
-3.7997723,-0.42964697
-3.8300097,-0.43101773
-3.8904834,-0.43375912
-3.9207194,-0.4351298
-3.950955,-0.43650043
-4.0114245,-0.43924165
-4.0416584,-0.44061223
-4.071892,-0.44198278
-4.102125,-0.44335333
-4.1625896,-0.4460943
-4.192821,-0.44746476
-4.223052,-0.44883522
-4.2532825,-0.45020562
-4.313742,-0.4529464
-4.3439713,-0.45431677
-4.3742,-0.45568708
-4.404428,-0.4570574
-4.434655,-0.45842767
-4.495109,-0.46116817
-4.525335,-0.4625384
-4.5555606,-0.46390858
-4.5857854,-0.46527874
-4.61601,-0.4666489
-4.646234,-0.46801904
-4.706681,-0.4707592
-4.737643,-0.4418274
-4.7678614,-0.44319755
-4.79808,-0.44456765
-4.8282976,-0.44593775
-4.8585153,-0.44730783
-4.8894553,-0.4183829
-4.919668,-0.41975304
-4.949881,-0.42112315
-4.980807,-0.39220497
-5.0110154,-0.39357516
-5.041223,-0.3949453
-5.0721345,-0.36603385
-5.1023383,-0.36740404
-5.133239,-0.33849922
-5.133239,-0.33849922
-5.1641326,-0.30960098
-5.1943283,-0.31097132
-5.225211,-0.2820797
-5.2560873,-0.25319463
-5.2560873,-0.25319463
-5.286956,-0.2243161
-5.317818,-0.19544412
-5.317818,-0.19544412
-5.348673,-0.1665787
-5.379521,-0.1377198
-5.3801913,-0.107496515
-5.411029,-0.07865062
-5.4411955,-0.08002163
-5.4418592,-0.049811263
-5.472683,-0.020978434
-5.4733434,0.009219139
-5.504157,0.038038988
-5.504814,0.068223774
-5.535617,0.097030655
-5.5362706,0.12720266
-5.5670633,0.15599658
-5.5677137,0.18615581
-5.5683637,0.21630871
-5.599143,0.24508324
-5.5997896,0.2752234
-5.6305585,0.30398497
-5.6312013,0.33411238
-5.6324873,0.3943482
-5.6632395,0.42308402
-5.663879,0.45318604
-5.6645184,0.48328176
-5.6651573,0.51337117
-5.695893,0.54208124
-5.697164,0.6022283
-5.6977997,0.63229233
-5.6984353,0.6623501
-5.7291503,0.6910281
-5.729782,0.72107315
-5.7310457,0.78114444
-5.731677,0.81117064
-5.732309,0.8411905
-5.73294,0.87120414
-5.7642565,0.92983824
-5.764884,0.9598329
-5.7655115,0.9898213
-5.7667665,1.0497793
-5.7673936,1.0797489
-5.7680206,1.1097121
-5.7686477,1.1396692
-5.7699013,1.1995643
-5.770528,1.2295026
-5.7711544,1.2594346
-5.7717805,1.2893603
-5.7730327,1.349193
-5.7736588,1.3790998
-5.774285,1.4090006
-5.7755356,1.4687833
-5.776161,1.4986652
-5.7767863,1.5285408
-5.7474236,1.5597868
-5.7486796,1.6195072
-5.7493076,1.649358
-5.749935,1.6792027
-5.750563,1.7090411
-5.7212205,1.7402502
-5.7224817,1.7998961
-5.7231116,1.8297096
-5.723742,1.8595171
-5.694417,1.8906958
-5.6950502,1.9204907
-5.695683,1.9502796
-5.66637,1.9814401
-5.667641,2.0409868
-5.668277,2.070751
-5.6389785,2.101887
-5.6396165,2.1316388
-5.610327,2.1627629
-5.610968,2.1925023
-5.581687,2.2236142
-5.582331,2.2533414
-5.5524116,2.2547202
-5.5231414,2.2858202
-5.523792,2.3155353
-5.49453,2.3466232
-5.465275,2.3777053
-5.4659305,2.4074018
-5.4360247,2.4087813
-5.4067802,2.4398513
-5.3775415,2.4709156
-5.3782063,2.5005937
-5.348308,2.5019736
-5.319081,2.5330257
-5.289859,2.564072
-5.2599654,2.565452
-5.230752,2.5964925
-5.200861,2.5978727
-5.171655,2.6289072
-5.1417665,2.6302876
-5.1125693,2.6613164
-5.0826826,2.6626968
-5.0534935,2.6937196
-5.0236087,2.6951003
-4.994428,2.7261174
-4.9645457,2.727498
-4.934663,2.728879
-4.905493,2.7598903
-4.875612,2.7612712
-4.845731,2.7626522
-4.8165717,2.7936578
-4.7866926,2.795039
-4.7568126,2.79642
-4.697052,2.7991824
-4.667909,2.8301826
-4.6380305,2.831564
-4.608152,2.8329453
-4.5782723,2.8343267
-4.5483923,2.8357081
-4.518512,2.8370895
-4.4595094,2.8694658
-4.4296308,2.8708475
-4.399751,2.872229
-4.3698716,2.8736107
-4.3399916,2.8749924
-4.2802296,2.8777559
-4.250348,2.8791375
-4.2204657,2.8805194
-4.190583,2.881901
-4.1607,2.883283
-4.100932,2.8860464
-4.071048,2.8874283
-4.0411625,2.8888102
-4.0112767,2.890192
-3.981391,2.8915741
-3.9216173,2.894338
-3.8917298,2.89572
-3.8618417,2.8971019
-3.8311281,2.8688686
-3.801236,2.8702505
-3.7713435,2.8716323
-3.7115567,2.8743966
-3.6816628,2.8757784
-3.6517682,2.8771605
-3.6218731,2.8785427
-3.5919776,2.8799248
-3.532185,2.8826892
-3.5014286,2.8544486
-3.471528,2.8558307
-3.441627,2.8572128
-3.4117253,2.858595
-3.3519208,2.8613594
-3.3220177,2.8627417
-3.2921143,2.8641238
-3.2613256,2.8358765
-3.231418,2.8372586
-3.2015097,2.838641
-3.1416922,2.8414054
-3.1117826,2.8427877
-3.0818727,2.8441699
-3.0519621,2.8455522
-3.022051,2.8469346
-2.9622276,2.8496995
-2.932315,2.8510818
-2.9014797,2.822827
-2.8715632,2.8242097
-2.8416462,2.825592
-2.7818105,2.8283567
-2.751892,2.8297393
-2.721973,2.8311217
-2.6920536,2.8325043
-2.6621335,2.8338869
-2.602292,2.8366518
-2.5723705,2.8380346
-2.5424488,2.8394172
-2.5125263,2.8407998
-2.4826033,2.8421824
-2.4227562,2.8449478
-2.3928318,2.8463306
-2.362907,2.8477132
-2.3339634,2.878735
-2.3040407,2.880118
-2.2741175,2.8815007
-2.2142694,2.8842666
-2.1843448,2.8856497
-2.1544197,2.8870327
-2.1254976,2.918049
-2.0955746,2.9194322
-2.065651,2.9208155
-2.035727,2.9221985
-2.0068183,2.9532094
-1.9768965,2.954593
-1.9469742,2.9559762
-1.9180763,2.9869814
-1.888156,2.988365
-1.8582354,2.9897485
-1.8293483,3.020748
-1.7994298,3.0221314
-1.7705508,3.0531251
-1.7406346,3.054509
-1.7107177,3.0558927
-1.6818496,3.0868807
-1.652987,3.1178625
-1.623075,3.1192467
-1.5942205,3.1502228
-1.5643107,3.151607
-1.5653718,3.1811929
-1.5365283,3.2121572
-1.5066237,3.2135417
-1.4777886,3.2445002
-1.4788584,3.2740679
-1.4500316,3.3050144
-1.4201348,3.306399
-1.4212104,3.3359547
-1.3923947,3.3668892
-1.3934729,3.3964329
-1.3646656,3.4273553
-1.335864,3.458272
-1.3369477,3.4877973
-1.3380313,3.5173163
-1.3092408,3.5482152
-1.310327,3.577722
-1.281545,3.6086087
-1.2826339,3.6381035
-1.2837225,3.667592
-1.2549517,3.6984608
-1.2571342,3.7574077
-1.258225,3.786872
-1.2294685,3.8177166
-1.230562,3.8471687
-1.2316552,3.8766146
-1.2040058,3.9368753
-1.2051015,3.9663029
-1.206197,3.9957247
-1.2072923,4.0251403
-1.178564,4.055937
-1.1807595,4.1147375
-1.181857,4.144129
-1.1531427,4.174902
-1.1542429,4.204281
-1.1553427,4.233654
-1.1277422,4.29377
-1.1288445,4.323125
-1.1299466,4.3524737
-1.1012577,4.383205
-1.1023624,4.4125414
-1.1034669,4.441872
-1.0747892,4.4725857
-1.0770031,4.5312166
-1.0483366,4.561912
-1.0494461,4.5912127
-1.020788,4.6218963
-1.0219002,4.6511846
-0.9932503,4.6818566
-0.9943651,4.711133
-0.964606,4.7125225
-0.9359671,4.7431827
-0.9370876,4.772447
-0.90845704,4.8030953
-0.87983197,4.8337383
-0.8500833,4.8351283
-0.82146627,4.865765
-0.79285467,4.896396
-0.7631107,4.8977866
-0.7345072,4.9284115
-0.7047654,4.929802
-0.67616993,4.9604216
-0.64643025,4.9618125
-0.61784285,4.992426
-0.58810526,4.993817
-0.5583672,4.995208
-0.49888963,4.9979897
-0.47031808,5.028598
-0.44058117,5.029989
-0.4108438,5.03138
-0.35136756,5.034162
-0.32162875,5.0355535
-0.29188943,5.0369444
-0.26214963,5.0383353
-0.20266859,5.0411177
-0.17292735,5.042509
-0.14318563,5.0439005
-0.08370074,5.046683
-0.05395757,5.0480742
-0.022999644,5.0202465
0.0067475755,5.021638
0.066243455,5.0244207
0.097219005,4.996587
0.12697123,4.9979777
0.15672395,4.999369
0.21747032,4.97292
0.24722758,4.9743114
0.27823123,4.9464645
0.30799255,4.947856
0.3390067,4.920003
0.36877206,4.921394
0.3997967,4.8935347
0.43082827,4.8656693
0.46060127,4.86706
0.49164337,4.8391886
0.5226924,4.811311
0.5226924,4.811311
0.5537483,4.7834263
0.5848112,4.755536
0.58609015,4.7262487
0.61716336,4.6983457
0.61844593,4.669046
0.6495294,4.641131
0.6508156,4.611819
0.68190944,4.5838914
0.68190944,4.5838914
0.68448937,4.525237
0.71559685,4.4972906
0.71689063,4.4679484
0.7181846,4.4386
0.7493058,4.410635
0.75060344,4.381274
0.7519014,4.3519073
0.7531996,4.3225346
0.75449806,4.293155
0.7557968,4.26377
0.75709575,4.234379
0.7596946,4.175578
0.79084975,4.1475573
0.79215294,4.1181417
0.7934564,4.08872
0.7947601,4.059292
0.7973684,4.000417
0.7986729,3.970971
0.7999777,3.9415185
0.8012828,3.91206
0.80258816,3.8825953
0.8051997,3.8236475
0.80650586,3.7941644
0.80781233,3.7646751
0.80911905,3.73518
0.81173325,3.6761708
0.8130408,3.646657
0.8143486,3.6171372
0.81565666,3.5876112
0.81696504,3.558079
0.8195825,3.4989963
0.8208917,3.4694457
0.82220113,3.439889
0.8235108,3.410326
0.8248208,3.3807569
0.8274416,3.3216004
0.85869867,3.2933989
0.8600129,3.2638052
0.86132735,3.2342052
0.8626421,3.2045991
0.8639571,3.1749868
0.8952349,3.146754
0.8965536,3.1171293
0.89787257,3.0874984
0.9005113,3.028218
0.9318097,2.9999537
0.93313295,2.970298
0.93445647,2.9406362
0.9657687,2.912353
0.9670959,2.8826787
0.96842337,2.8529983
0.9997495,2.824696
0.9997495,2.824696
1.0310827,2.7963877
1.0324173,2.7666883
1.0637609,2.7383673
1.0650992,2.7086554
1.0964533,2.6803217
1.1278145,2.6519814
1.1278145,2.6519814
1.1591828,2.623635
1.1905581,2.595282
1.1919104,2.565539
1.2219405,2.5669227
1.25333,2.538557
1.2847265,2.510185
1.2847265,2.510185
1.31613,2.4818065
1.3461716,2.4831903
1.3775859,2.4548054
1.4076316,2.4561892
1.4390566,2.4277978
1.4691064,2.4291813
1.5005422,2.4007835
1.5305961,2.402167
1.5620426,2.3737628
1.5921006,2.3751464
1.6221592,2.37653
1.6536201,2.348119
1.6836828,2.3495026
1.713746,2.350886
1.7752886,2.323852
1.8053564,2.3252356
1.8354247,2.3266191
1.866918,2.2981951
1.8969904,2.2995784
1.9270633,2.300962
1.9571369,2.3023455
2.0187256,2.2752984
2.0488038,2.2766817
2.0788825,2.2780652
2.1104116,2.2496278
2.1404946,2.2510114
2.1705778,2.252395
2.2322087,2.2253344
2.2622967,2.2267177
2.2923849,2.2281013
2.3239467,2.1996505
2.3540392,2.201034
2.385612,2.172577
2.4157085,2.1739604
2.4458055,2.1753438
2.4773927,2.1468801
2.507494,2.1482635
2.5390918,2.1197932
2.5706968,2.0913167
2.6008058,2.0926998
2.6324215,2.0642169
2.6324215,2.0642169
2.6640444,2.0357273
2.6956744,2.0072312
2.7273116,1.978729
2.7273116,1.978729
2.758956,1.9502201
2.7604764,1.9203222
2.7921314,1.8918005
2.8237934,1.8632725
2.8253212,1.8333555
2.856994,1.8048147
2.8585255,1.774885
2.8600574,1.7449492
2.8917441,1.7163891
2.89328,1.6864406
2.894816,1.6564858
2.9280567,1.597939
2.929597,1.5679653
2.9311373,1.5379852
2.9326782,1.5079988
2.9342194,1.4780062
2.96749,1.4193832
2.9690351,1.3893716
2.9705808,1.3593537
2.9736729,1.299299
2.9752195,1.2692622
2.9767663,1.2392191
2.979861,1.1791139
2.981409,1.1490519
2.9829571,1.1189835
2.9860544,1.0588278
2.9876037,1.0287405
2.9891531,0.99864686
2.992253,0.9384406
2.9938035,0.908328
2.9651096,0.87682974
2.9682057,0.8165731
2.9697545,0.78643525
2.9713032,0.7562911
2.974402,0.6959837
2.975952,0.6658205
2.977502,0.63565093
2.9487796,0.6040967
2.9518752,0.543726
2.9534235,0.5135312
2.9549723,0.48332998
2.9565213,0.45312244
2.929325,0.39131063
2.930872,0.3610841
2.9324188,0.3308512
2.9339664,0.3006119
2.935514,0.27036625
2.9067516,0.2387372
2.9082968,0.20847891
2.9098423,0.17821425
2.9129343,0.11766579
2.8841548,0.08600549
2.8856983,0.055715404
2.8872423,0.02541894
2.8584514,-0.0062600765
2.8599927,-0.036569215
2.8615344,-0.06688474
2.8327322,-0.09858249
2.8327322,-0.09858249
2.8039243,-0.1302864
2.8054605,-0.16062091
2.806997,-0.19096181
2.7781777,-0.22268447
2.7797117,-0.25303808
2.750884,-0.2847732
2.750884,-0.2847732
2.7220507,-0.31651452
2.7235792,-0.34688714
2.6947374,-0.37864092
2.66589,-0.4104009
2.66589,-0.4104009
2.6370368,-0.44216704
2.6081781,-0.47393936
2.6081781,-0.47393936
2.5793138,-0.5057179
2.550444,-0.5375026
2.5200603,-0.53887665
2.5215685,-0.56929344
2.4911819,-0.57066745
2.4622982,-0.6024644
2.4334085,-0.6342675
2.403017,-0.6356412
2.3741193,-0.66745037
2.3437257,-0.6688239
2.3148193,-0.7006392
2.2844236,-0.7020126
2.2555091,-0.7338339
2.225111,-0.73520714
2.196188,-0.76703453
2.1657877,-0.76840764
2.1049888,-0.7711537
2.076052,-0.8029869
2.0456505,-0.8043598
2.0167055,-0.83619905
1.9863018,-0.8375718
1.9573483,-0.86941713
1.896537,-0.8721623
1.866132,-0.8735348
1.8371648,-0.905386
1.8067576,-0.90675837
1.777782,-0.9386156
1.7169638,-0.94136006
1.6865554,-0.9427322
1.657566,-0.97459525
1.6271554,-0.9759673
1.5981576,-1.0078365
1.5373325,-1.0105802
1.5083237,-1.0424553
1.4779091,-1.0438269
1.4474951,-1.0451987
1.418475,-1.0770797
1.3880589,-1.0784512
1.328612,-1.1117097
1.298194,-1.1130811
1.2691545,-1.1449741
1.2387344,-1.1463454
1.2096865,-1.1782445
1.180633,-1.2101499
1.1502079,-1.2115208
1.121146,-1.2434323
1.0907186,-1.2448031
1.0616482,-1.2767206
1.0325723,-1.3086445
1.00214,-1.310015
1.0034907,-1.3405745
0.9744033,-1.3725108
0.94396555,-1.373881
0.9148698,-1.4058233
0.9162116,-1.4364021
0.88710725,-1.468357
0.8579972,-1.5003182
0.85933334,-1.5309161
0.82888144,-1.5322857
0.8302147,-1.5628899
0.8010903,-1.59487
0.80242085,-1.6254871
0.77328783,-1.6574798
0.7746157,-1.6881098
0.7759439,-1.7187462
0.7481248,-1.7814072
0.7494505,-1.812063
0.7507765,-1.8427254
0.75210285,-1.8733941
0.7534295,-1.9040695
0.7547564,-1.9347514
0.7269125,-1.9975023
0.728237,-2.0282037
0.72956175,-2.0589113
0.7308868,-2.0896256
0.73353773,-2.1510737
0.73486364,-2.1818075
0.7361898,-2.212548
0.7375162,-2.243295
0.74017,-2.3048081
0.7414973,-2.3355746
0.74282485,-2.3663478
0.74548084,-2.4279134
0.7468093,-2.458706
0.748138,-2.489505
0.749467,-2.5203109
0.7521258,-2.5819418
0.75345564,-2.6127672
0.7547858,-2.643599
0.72554666,-2.675803
0.72687405,-2.7066479
0.72952974,-2.7683573
0.730858,-2.799222
0.73218656,-2.8300931
0.73351544,-2.8609707
0.73484457,-2.8918552
0.73750365,-2.9536433
0.7388336,-2.9845474
0.74016386,-3.015458
0.74149436,-3.0463753
0.7428252,-3.0772989
0.7441563,-3.1082292
0.7468194,-3.1701097
0.7481513,-3.2010598
0.7494835,-3.2320166
0.75081605,-3.2629797
0.75214887,-3.2939496
0.7534819,-3.3249261
0.75481534,-3.355909
0.7574829,-3.417895
0.7894684,-3.4475355
0.7908062,-3.478545
0.79214424,-3.5095613
0.7934826,-3.540584
0.8254862,-3.5702515
0.82682836,-3.6012876
0.82817084,-3.6323304
0.8601889,-3.662018
0.86153525,-3.6930742
0.8628819,-3.724137
0.89491445,-3.753845
0.8962649,-3.7849212
0.9283084,-3.8146427
0.92966276,-3.8457322
0.96171725,-3.8754673
0.96307546,-3.9065702
0.99514085,-3.9363189
1.0258483,-3.934958
1.0272137,-3.9660745
1.0592939,-3.9958367
1.0913813,-4.025606
1.1234763,-4.0553823
1.1234763,-4.0553823
1.1555786,-4.085165
1.1876885,-4.114955
1.2184186,-4.1135945
1.2505395,-4.143391
1.282668,-4.173195
1.3134063,-4.171835
1.3455459,-4.2016454
1.3776928,-4.231463
1.4084394,-4.230103
1.4405975,-4.2599273
1.4727632,-4.2897587
1.5035179,-4.2883987
1.5356947,-4.3182373
1.5664537,-4.3168774
1.5986418,-4.3467226
1.629405,-4.3453627
1.6616044,-4.375215
1.6938112,-4.405074
1.7245827,-4.4037147
1.7568007,-4.433581
1.7875764,-4.4322214
1.8505858,-4.460735
1.8813665,-4.4593754
1.9136108,-4.489256
1.9443958,-4.4878964
1.9766514,-4.5177836
2.0089145,-4.5476775
2.0397077,-4.5463185
2.071982,-4.5762196
2.1027794,-4.5748606
2.135065,-4.6047683
2.1658669,-4.6034093
2.1981637,-4.6333246
2.2612782,-4.6618876
2.2920885,-4.6605287
2.324408,-4.690458
2.356735,-4.7203937
2.356735,-4.7203937
2.3890693,-4.7503366
2.4214113,-4.7802863
2.4522376,-4.778928
2.4845908,-4.8088846
2.5169516,-4.8388486
2.5493195,-4.868819
2.580158,-4.8674607
2.581695,-4.898797
2.6140783,-4.9287815
2.6464689,-4.9587727
2.6788669,-4.9887714
2.7112725,-5.0187764
2.7112725,-5.0187764
2.7436855,-5.048789
2.776106,-5.0788083
2.8085341,-5.1088343
2.8100975,-5.140225
2.8425367,-5.1702647
2.8749833,-5.2003117
2.9058635,-5.1989546
2.9074376,-5.2303658
2.9398992,-5.2604265
2.9723685,-5.2904944
2.9739504,-5.321926
3.0064309,-5.3520074
3.0389187,-5.3820963
3.0405083,-5.4135485
3.0730076,-5.4436507
3.1039174,-5.442294
3.1055143,-5.47376
3.1380284,-5.5038767
3.1705503,-5.534
3.2030795,-5.5641303
3.2046878,-5.5956235
3.2372284,-5.6257677
3.2697763,-5.655919
3.2713923,-5.687433
3.302332,-5.686077
3.3348951,-5.7162423
3.367466,-5.7464147
3.369093,-5.7779493
3.401675,-5.808135
3.4342644,-5.8383284
3.4668615,-5.8685284
3.4978244,-5.867173
3.4994662,-5.8987355
3.5320783,-5.92895
3.5646982,-5.959171
3.5973256,-5.989399
3.6283038,-5.9880443
3.6609426,-6.0182796
3.693589,-6.048522
3.6952531,-6.0801253
3.726243,-6.078771
3.7589045,-6.1090274
3.7915738,-6.139291
3.8242505,-6.1695614
3.8552525,-6.168207
3.8879406,-6.1984844
3.9206364,-6.2287693
3.9516468,-6.227415
3.984354,-6.257707
4.017069,-6.288006
4.0480876,-6.286652
4.080814,-6.316958
4.111837,-6.315604
4.1445746,-6.345917
4.1773205,-6.3762374
4.2083516,-6.3748837
4.2411084,-6.405211
4.2721443,-6.4038577
4.3049126,-6.4341917
4.3359528,-6.4328384
4.368733,-6.46318
4.3997774,-6.461827
4.432569,-6.4921756
4.463618,-6.4908223
4.5274744,-6.519825
4.5585284,-6.5184717
4.5895824,-6.517119
4.622405,-6.547482
4.653464,-6.5461287
4.6862974,-6.576499
4.717361,-6.575146
4.7484245,-6.5737934
4.779489,-6.57244
4.843411,-6.6014647
4.8744802,-6.600112
4.90555,-6.5987587
4.938422,-6.629144
4.9694967,-6.627791
5.0005713,-6.626438
5.0316467,-6.625085
5.0937986,-6.622379
5.1266985,-6.6527715
5.157779,-6.6514187
5.1888604,-6.650066
5.219942,-6.6487126
5.2510242,-6.64736
5.3131905,-6.644654
5.3442745,-6.6433005
5.377209,-6.673701
5.408297,-6.672348
5.439386,-6.6709948
5.5015655,-6.6682887
5.5326557,-6.666936
5.5637465,-6.6655827
5.594838,-6.6642294
5.6259303,-6.662876
5.6570225,-6.661523
5.719209,-6.658817
5.7503033,-6.6574636
5.781398,-6.6561103
5.8124933,-6.654757
5.843589,-6.6534033
5.9057817,-6.6506968
5.936879,-6.6493435
5.9679766,-6.6479897
5.999075,-6.6466365
6.030174,-6.645283
6.092373,-6.642576
6.125405,-6.6729856
6.1565094,-6.6716323
6.187614,-6.670279
6.2187195,-6.6689253
6.2498255,-6.667572
6.3120384,-6.664865
6.343146,-6.6635113
6.374254,-6.6621575
6.4053626,-6.660804
6.4364715,-6.6594505
6.4675813,-6.658097
6.529802,-6.6553893
6.560913,-6.6540356
6.592025,-6.652682
6.623137,-6.651328
6.6542497,-6.6499743
6.685363,-6.6486206
6.747591,-6.6459126
6.7787056,-6.644559
6.811827,-6.674978
6.8429465,-6.673624
6.8740664,-6.6722703
6.9051867,-6.670916
6.9363074,-6.6695623
6.9674287,-6.6682086
7.029673,-6.6655006
7.060796,-6.6641464
7.0919194,-6.6627927
7.1230435,-6.6614385
7.154168,-6.6600847
7.1873403,-6.6905117
7.218469,-6.6891575
7.280729,-6.6864495
7.311859,-6.685096
7.3429904,-6.6837416
7.3741217,-6.6823874
7.405254,-6.6810336
7.4363866,-6.6796794
7.4675198,-6.678325
7.4986534,-6.676971
7.560922,-6.6742625
7.5920577,-6.6729083
7.6231933,-6.671554
7.65433,-6.6702
7.6833653,-6.637062
7.7144995,-6.635708
7.7767687,-6.632999
7.8079042,-6.6316442
7.8390408,-6.6302896
7.8701773,-6.6289353
7.89919,-6.5958033
7.930324,-6.5944486
7.9925942,-6.591739
8.02373,-6.590384
8.052726,-6.5572586
8.083859,-6.5559034
8.114993,-6.5545487
8.175109,-6.520074
8.206242,-6.5187187
8.237374,-6.5173635
8.266344,-6.48425
8.297474,-6.482895
8.326435,-6.449788
8.388692,-6.447077
8.417642,-6.413976
